DateTime,Body Fat,Fasting
03/04/2020 06:30,26.5,
04/04/2020 06:30,26.6,
05/04/2020 06:30,26.2,
06/04/2020 06:30,26.0,
07/04/2020 06:30,26.7,
08/04/2020 06:30,26.8,
09/04/2020 06:30,26.5,
10/04/2020 06:30,26.2,
11/04/2020 06:30,25.9,
12/04/2020 06:30,25.8,
13/04/2020 06:30,26.3,
14/04/2020 06:30,26.2,
15/04/2020 06:30,26.5,
16/04/2020 06:30,26.3,
17/04/2020 06:30,25.5,
18/04/2020 06:30,26.4,
19/04/2020 06:30,25.6,
20/04/2020 06:30,25.8,
21/04/2020 06:30,26.0,
22/04/2020 06:30,26.6,
23/04/2020 06:30,27.0,
24/04/2020 06:30,26.1,
25/04/2020 06:30,25.8,
26/04/2020 06:30,26.0,
27/04/2020 06:30,26.1,
28/04/2020 06:30,25.7,
29/04/2020 06:30,26.4,
30/04/2020 06:30,25.8,
01/05/2020 06:30,25.9,
02/05/2020 06:30,25.9,
03/05/2020 06:30,25.8,
04/05/2020 06:30,25.9,
05/05/2020 06:30,25.4,
06/05/2020 06:30,25.4,
07/05/2020 06:30,25.2,
08/05/2020 06:30,25.7,
09/05/2020 06:30,25.8,
10/05/2020 06:30,25.7,
11/05/2020 06:30,26.1,
12/05/2020 06:30,25.5,
13/05/2020 06:30,25.7,
14/05/2020 06:30,25.1,
15/05/2020 06:30,25.3,
16/05/2020 06:30,25.6,
17/05/2020 06:30,25.7,
18/05/2020 06:30,25.3,
19/05/2020 06:30,25.3,
20/05/2020 06:30,24.8,
21/05/2020 06:30,25.2,
22/05/2020 06:30,25.6,
23/05/2020 06:30,25.5,
24/05/2020 06:30,25.5,
25/05/2020 06:30,25.3,
26/05/2020 06:30,25.3,
27/05/2020 06:30,25.0,
28/05/2020 06:30,25.5,
29/05/2020 06:30,25.4,
30/05/2020 06:30,25.4,
31/05/2020 06:30,25.0,
01/06/2020 06:30,24.4,
02/06/2020 06:30,25.5,
03/06/2020 06:30,25.0,
04/06/2020 06:30,24.8,
05/06/2020 06:30,25.4,
06/06/2020 06:30,25.0,
07/06/2020 06:30,25.5,
08/06/2020 06:30,25.3,
09/06/2020 06:30,25.3,
10/06/2020 06:30,24.6,
11/06/2020 06:30,25.5,
12/06/2020 06:30,25.2,
13/06/2020 06:30,24.9,
14/06/2020 06:30,25.1,
15/06/2020 06:30,24.4,
16/06/2020 06:30,25.2,
17/06/2020 06:30,24.7,
18/06/2020 06:30,24.6,
19/06/2020 06:30,24.5,
20/06/2020 06:30,25.4,
21/06/2020 06:30,24.8,
22/06/2020 06:30,25.6,
23/06/2020 06:30,24.9,
24/06/2020 06:30,24.5,
25/06/2020 06:30,24.7,
26/06/2020 06:30,25.5,
27/06/2020 06:30,25.0,
28/06/2020 06:30,24.9,
29/06/2020 06:30,25.1,
30/06/2020 06:30,25.2,
01/07/2020 06:30,25.5,
02/07/2020 06:30,25.6,
03/07/2020 06:30,24.9,
04/07/2020 06:30,24.6,
05/07/2020 06:30,24.9,
06/07/2020 06:30,25.2,
07/07/2020 06:30,24.8,
08/07/2020 06:30,24.8,
09/07/2020 06:30,25.2,
10/07/2020 06:30,25.1,
11/07/2020 06:30,25.1,
12/07/2020 06:30,24.9,
13/07/2020 06:30,25.0,
14/07/2020 06:30,24.8,
15/07/2020 06:30,25.5,
16/07/2020 06:30,25.5,
17/07/2020 06:30,24.5,
18/07/2020 06:30,24.8,
19/07/2020 06:30,24.7,
20/07/2020 06:30,25.0,
21/07/2020 06:30,25.2,
22/07/2020 06:30,24.7,
23/07/2020 06:30,24.9,
24/07/2020 06:30,24.9,
25/07/2020 06:30,25.3,
26/07/2020 06:30,25.3,
27/07/2020 06:30,25.0,
28/07/2020 06:30,25.3,
29/07/2020 06:30,25.1,
30/07/2020 06:30,25.2,
31/07/2020 06:30,25.9,
01/08/2020 06:30,25.8,
02/08/2020 06:30,24.9,
03/08/2020 06:30,25.6,
04/08/2020 06:30,25.6,
05/08/2020 06:30,25.0,
06/08/2020 06:30,25.7,
07/08/2020 06:30,25.9,
08/08/2020 06:30,25.0,
09/08/2020 06:30,25.1,
10/08/2020 06:30,25.8,
11/08/2020 06:30,25.5,
12/08/2020 06:30,25.7,
13/08/2020 06:30,25.6,
14/08/2020 06:30,25.6,
15/08/2020 06:30,25.0,
16/08/2020 06:30,25.9,
17/08/2020 06:30,25.9,
18/08/2020 06:30,25.4,
19/08/2020 06:30,25.5,
20/08/2020 06:30,25.0,
21/08/2020 06:30,25.7,
22/08/2020 06:30,25.8,
23/08/2020 06:30,25.6,
24/08/2020 06:30,26.0,
25/08/2020 06:30,25.5,
26/08/2020 06:30,25.8,
27/08/2020 06:30,25.3,
28/08/2020 06:30,25.6,
29/08/2020 06:30,25.6,
30/08/2020 06:30,25.7,
31/08/2020 06:30,25.5,
01/09/2020 06:30,25.6,
02/09/2020 06:30,26.0,
03/09/2020 06:30,25.5,
04/09/2020 06:30,25.1,
05/09/2020 06:30,26.3,
06/09/2020 06:30,26.2,
07/09/2020 06:30,25.3,
08/09/2020 06:30,26.0,
09/09/2020 06:30,25.5,
10/09/2020 06:30,25.8,
11/09/2020 06:30,25.8,
12/09/2020 06:30,25.7,
13/09/2020 06:30,25.5,
14/09/2020 06:30,25.5,
15/09/2020 06:30,25.4,
16/09/2020 06:30,25.5,
17/09/2020 06:30,25.7,
18/09/2020 06:30,25.5,
19/09/2020 06:30,26.0,
20/09/2020 06:30,26.3,
21/09/2020 06:30,25.5,
22/09/2020 06:30,25.8,
23/09/2020 06:30,25.9,
24/09/2020 06:30,25.9,
25/09/2020 06:30,25.8,
26/09/2020 06:30,26.0,
27/09/2020 06:30,25.9,
28/09/2020 06:30,25.3,
29/09/2020 06:30,26.0,
30/09/2020 06:30,26.0,
01/10/2020 06:30,25.5,
02/10/2020 06:30,25.7,
03/10/2020 06:30,26.0,
04/10/2020 06:30,25.6,
05/10/2020 06:30,26.1,
06/10/2020 06:30,26.5,
07/10/2020 06:30,25.4,
08/10/2020 06:30,25.2,
09/10/2020 06:30,25.8,
10/10/2020 06:30,25.9,
11/10/2020 06:30,25.6,
12/10/2020 06:30,26.1,
13/10/2020 06:30,25.2,
14/10/2020 06:30,25.9,
15/10/2020 06:30,25.4,
16/10/2020 06:30,26.2,
17/10/2020 06:30,26.3,
18/10/2020 06:30,25.3,
19/10/2020 06:30,25.4,
20/10/2020 06:30,25.8,
21/10/2020 06:30,25.4,
22/10/2020 06:30,25.5,
23/10/2020 06:30,25.5,
24/10/2020 06:30,24.8,
25/10/2020 06:30,25.5,
26/10/2020 06:30,25.2,
27/10/2020 06:30,25.3,
28/10/2020 06:30,25.9,
29/10/2020 06:30,25.0,
30/10/2020 06:30,25.7,
31/10/2020 06:30,25.3,
01/11/2020 06:30,25.2,
02/11/2020 06:30,25.6,
03/11/2020 06:30,25.4,
04/11/2020 06:30,25.5,
05/11/2020 06:30,25.6,
06/11/2020 06:30,25.1,
07/11/2020 06:30,25.0,
08/11/2020 06:30,24.8,
09/11/2020 06:30,24.9,
10/11/2020 06:30,26.2,
11/11/2020 06:30,25.6,
12/11/2020 06:30,24.7,
13/11/2020 06:30,24.6,
14/11/2020 06:30,25.3,
15/11/2020 06:30,25.3,
16/11/2020 06:30,25.2,
17/11/2020 06:30,24.9,
18/11/2020 06:30,25.0,
19/11/2020 06:30,25.1,
20/11/2020 06:30,25.0,
21/11/2020 06:30,24.2,
22/11/2020 06:30,24.8,
23/11/2020 06:30,24.6,
24/11/2020 06:30,24.9,
25/11/2020 06:30,25.9,
26/11/2020 06:30,24.9,
27/11/2020 06:30,24.7,
28/11/2020 06:30,25.1,
29/11/2020 06:30,24.9,
30/11/2020 06:30,24.9,
01/12/2020 06:30,24.9,
02/12/2020 06:30,25.4,
03/12/2020 06:30,24.3,
04/12/2020 06:30,24.8,
05/12/2020 06:30,24.3,
06/12/2020 06:30,24.8,
07/12/2020 06:30,24.3,
08/12/2020 06:30,24.4,
09/12/2020 06:30,24.4,
10/12/2020 06:30,24.9,
11/12/2020 06:30,24.8,
12/12/2020 06:30,24.0,
13/12/2020 06:30,24.5,
14/12/2020 06:30,24.2,
15/12/2020 06:30,24.0,
16/12/2020 06:30,24.3,
17/12/2020 06:30,24.3,
18/12/2020 06:30,25.2,
19/12/2020 06:30,24.5,
20/12/2020 06:30,23.8,
21/12/2020 06:30,24.1,
22/12/2020 06:30,24.6,
23/12/2020 06:30,25.0,
24/12/2020 06:30,23.7,
25/12/2020 06:30,23.6,
26/12/2020 06:30,24.9,
27/12/2020 06:30,24.3,
28/12/2020 06:30,23.9,
29/12/2020 06:30,24.4,
30/12/2020 06:30,23.2,
31/12/2020 06:30,24.2,
01/01/2021 06:30,24.3,
02/01/2021 06:30,24.4,
03/01/2021 06:30,23.8,
04/01/2021 06:30,24.1,
05/01/2021 06:30,23.8,
06/01/2021 06:30,24.2,
07/01/2021 06:30,23.8,
08/01/2021 06:30,23.9,
09/01/2021 06:30,23.7,
10/01/2021 06:30,24.3,
11/01/2021 06:30,24.3,
12/01/2021 06:30,23.9,
13/01/2021 06:30,24.0,
14/01/2021 06:30,23.5,
15/01/2021 06:30,23.9,
16/01/2021 06:30,24.0,
17/01/2021 06:30,24.9,
18/01/2021 06:30,23.6,
19/01/2021 06:30,24.5,
20/01/2021 06:30,24.3,
21/01/2021 06:30,24.1,
22/01/2021 06:30,24.6,
23/01/2021 06:30,24.1,
24/01/2021 06:30,24.1,
25/01/2021 06:30,23.9,
26/01/2021 06:30,24.4,
27/01/2021 06:30,24.3,
28/01/2021 06:30,23.7,
29/01/2021 06:30,23.5,
30/01/2021 06:30,23.9,
31/01/2021 06:30,23.7,
01/02/2021 06:30,23.9,
02/02/2021 06:30,24.4,
03/02/2021 06:30,23.8,
04/02/2021 06:30,23.9,
05/02/2021 06:30,24.0,
06/02/2021 06:30,24.3,
07/02/2021 06:30,23.2,
08/02/2021 06:30,23.8,
09/02/2021 06:30,24.1,
10/02/2021 06:30,24.4,
11/02/2021 06:30,23.8,
12/02/2021 06:30,23.3,
13/02/2021 06:30,24.2,
14/02/2021 06:30,23.8,
15/02/2021 06:30,23.6,
16/02/2021 06:30,23.8,
17/02/2021 06:30,24.0,
18/02/2021 06:30,23.8,
19/02/2021 06:30,23.3,
20/02/2021 06:30,24.4,
21/02/2021 06:30,24.5,
22/02/2021 06:30,24.3,
23/02/2021 06:30,23.7,
24/02/2021 06:30,24.0,
25/02/2021 06:30,24.1,
26/02/2021 06:30,24.3,
27/02/2021 06:30,24.4,
28/02/2021 06:30,23.9,
01/03/2021 06:30,24.2,
02/03/2021 06:30,24.3,
03/03/2021 06:30,24.7,
04/03/2021 06:30,24.4,
05/03/2021 06:30,24.5,
06/03/2021 06:30,24.2,
07/03/2021 06:30,24.7,
08/03/2021 06:30,24.4,
09/03/2021 06:30,23.9,
10/03/2021 06:30,24.7,
11/03/2021 06:30,24.5,
12/03/2021 06:30,24.1,
13/03/2021 06:30,24.1,
14/03/2021 06:30,24.4,
15/03/2021 06:30,24.5,
16/03/2021 06:30,24.4,
17/03/2021 06:30,24.4,
18/03/2021 06:30,24.9,
19/03/2021 06:30,24.7,
20/03/2021 06:30,24.4,
21/03/2021 06:30,24.7,
22/03/2021 06:30,24.0,
23/03/2021 06:30,24.5,
24/03/2021 06:30,25.1,
25/03/2021 06:30,24.4,
26/03/2021 06:30,24.1,
27/03/2021 06:30,24.2,
28/03/2021 06:30,24.1,
29/03/2021 06:30,24.2,
30/03/2021 06:30,24.4,
31/03/2021 06:30,24.0,
01/04/2021 06:30,24.5,
02/04/2021 06:30,24.8,
03/04/2021 06:30,24.2,
04/04/2021 06:30,25.1,
05/04/2021 06:30,24.7,
06/04/2021 06:30,24.9,
07/04/2021 06:30,24.3,
08/04/2021 06:30,24.9,
09/04/2021 06:30,24.2,
10/04/2021 06:30,24.9,
11/04/2021 06:30,24.6,
12/04/2021 06:30,24.8,
13/04/2021 06:30,24.2,
14/04/2021 06:30,24.3,
15/04/2021 06:30,24.8,
16/04/2021 06:30,24.3,
17/04/2021 06:30,24.8,
18/04/2021 06:30,24.2,
19/04/2021 06:30,24.9,
20/04/2021 06:30,24.2,
21/04/2021 06:30,24.8,
22/04/2021 06:30,24.9,
23/04/2021 06:30,24.4,
24/04/2021 06:30,24.9,
25/04/2021 06:30,24.7,
26/04/2021 06:30,24.5,
27/04/2021 06:30,24.3,
28/04/2021 06:30,24.0,
29/04/2021 06:30,24.8,
30/04/2021 06:30,24.1,
01/05/2021 06:30,24.7,
02/05/2021 06:30,24.6,
03/05/2021 06:30,24.9,
04/05/2021 06:30,24.5,
05/05/2021 06:30,24.5,
06/05/2021 06:30,24.9,
07/05/2021 06:30,24.7,
08/05/2021 06:30,24.7,
09/05/2021 06:30,24.8,
10/05/2021 06:30,24.1,
11/05/2021 06:30,24.9,
12/05/2021 06:30,24.8,
13/05/2021 06:30,24.2,
14/05/2021 06:30,24.5,
15/05/2021 06:30,24.6,
16/05/2021 06:30,24.5,
17/05/2021 06:30,24.7,
18/05/2021 06:30,25.1,
19/05/2021 06:30,24.9,
20/05/2021 06:30,24.1,
21/05/2021 06:30,24.7,
22/05/2021 06:30,25.0,
23/05/2021 06:30,24.6,
24/05/2021 06:30,24.9,
25/05/2021 06:30,25.2,
26/05/2021 06:30,24.8,
27/05/2021 06:30,24.5,
28/05/2021 06:30,24.8,
29/05/2021 06:30,24.5,
30/05/2021 06:30,24.4,
31/05/2021 06:30,24.3,
01/06/2021 06:30,24.9,
02/06/2021 06:30,24.1,
03/06/2021 06:30,24.9,
04/06/2021 06:30,24.5,
05/06/2021 06:30,23.8,
06/06/2021 06:30,24.4,
07/06/2021 06:30,23.5,
08/06/2021 06:30,24.5,
09/06/2021 06:30,24.5,
10/06/2021 06:30,24.0,
11/06/2021 06:30,24.2,
12/06/2021 06:30,24.9,
13/06/2021 06:30,24.0,
14/06/2021 06:30,23.8,
15/06/2021 06:30,24.6,
16/06/2021 06:30,24.8,
17/06/2021 06:30,24.1,
18/06/2021 06:30,24.4,
19/06/2021 06:30,24.5,
20/06/2021 06:30,23.7,
21/06/2021 06:30,23.8,
22/06/2021 06:30,24.4,
23/06/2021 06:30,24.5,
24/06/2021 06:30,24.1,
25/06/2021 06:30,23.6,
26/06/2021 06:30,24.6,
27/06/2021 06:30,23.7,
28/06/2021 06:30,23.7,
29/06/2021 06:30,23.9,
30/06/2021 06:30,24.3,
01/07/2021 06:30,24.1,
02/07/2021 06:30,23.9,
03/07/2021 06:30,23.9,
04/07/2021 06:30,23.7,
05/07/2021 06:30,23.9,
06/07/2021 06:30,22.8,
07/07/2021 06:30,23.5,
08/07/2021 06:30,23.7,
09/07/2021 06:30,23.2,
10/07/2021 06:30,23.7,
11/07/2021 06:30,23.5,
12/07/2021 06:30,24.1,
13/07/2021 06:30,24.1,
14/07/2021 06:30,23.3,
15/07/2021 06:30,23.4,
16/07/2021 06:30,23.4,
17/07/2021 06:30,23.3,
18/07/2021 06:30,23.5,
19/07/2021 06:30,23.1,
20/07/2021 06:30,23.0,
21/07/2021 06:30,23.6,
22/07/2021 06:30,23.5,
23/07/2021 06:30,23.0,
24/07/2021 06:30,23.6,
25/07/2021 06:30,23.0,
26/07/2021 06:30,23.3,
27/07/2021 06:30,23.5,
28/07/2021 06:30,23.2,
29/07/2021 06:30,23.3,
30/07/2021 06:30,23.0,
31/07/2021 06:30,23.1,
01/08/2021 06:30,23.1,
02/08/2021 06:30,22.9,
03/08/2021 06:30,23.0,
04/08/2021 06:30,22.6,
05/08/2021 06:30,22.9,
06/08/2021 06:30,23.0,
07/08/2021 06:30,23.0,
08/08/2021 06:30,23.0,
09/08/2021 06:30,23.0,
10/08/2021 06:30,23.2,
11/08/2021 06:30,23.3,
12/08/2021 06:30,22.8,
13/08/2021 06:30,22.6,
14/08/2021 06:30,22.6,
15/08/2021 06:30,22.8,
16/08/2021 06:30,22.8,
17/08/2021 06:30,22.7,
18/08/2021 06:30,22.5,
19/08/2021 06:30,22.8,
20/08/2021 06:30,23.0,
21/08/2021 06:30,23.1,
22/08/2021 06:30,22.7,
23/08/2021 06:30,22.7,
24/08/2021 06:30,22.6,
25/08/2021 06:30,22.9,
26/08/2021 06:30,22.6,
27/08/2021 06:30,23.1,
28/08/2021 06:30,22.2,
29/08/2021 06:30,22.7,
30/08/2021 06:30,23.0,
31/08/2021 06:30,22.9,
01/09/2021 06:30,23.8,
02/09/2021 06:30,23.0,
03/09/2021 06:30,22.5,
04/09/2021 06:30,22.8,
05/09/2021 06:30,22.2,
06/09/2021 06:30,22.8,
07/09/2021 06:30,22.6,
08/09/2021 06:30,23.2,
09/09/2021 06:30,22.7,
10/09/2021 06:30,22.8,
11/09/2021 06:30,22.6,
12/09/2021 06:30,23.5,
13/09/2021 06:30,22.8,
14/09/2021 06:30,23.5,
15/09/2021 06:30,23.2,
16/09/2021 06:30,23.0,
17/09/2021 06:30,23.0,
18/09/2021 06:30,23.0,
19/09/2021 06:30,22.2,
20/09/2021 06:30,22.8,
21/09/2021 06:30,23.2,
22/09/2021 06:30,22.9,
23/09/2021 06:30,22.4,
24/09/2021 06:30,22.9,
25/09/2021 06:30,23.5,
26/09/2021 06:30,23.4,
27/09/2021 06:30,22.9,
28/09/2021 06:30,23.3,
29/09/2021 06:30,22.8,
30/09/2021 06:30,22.4,
01/10/2021 06:30,22.7,
02/10/2021 06:30,23.5,
03/10/2021 06:30,22.9,
04/10/2021 06:30,22.9,
05/10/2021 06:30,22.9,
06/10/2021 06:30,23.7,
07/10/2021 06:30,23.6,
08/10/2021 06:30,23.8,
09/10/2021 06:30,23.0,
10/10/2021 06:30,23.2,
11/10/2021 06:30,22.6,
12/10/2021 06:30,23.6,
13/10/2021 06:30,22.7,
14/10/2021 06:30,23.2,
15/10/2021 06:30,22.8,
16/10/2021 06:30,23.0,
17/10/2021 06:30,22.9,
18/10/2021 06:30,23.0,
19/10/2021 06:30,23.0,
20/10/2021 06:30,23.0,
21/10/2021 06:30,23.5,
22/10/2021 06:30,22.8,
23/10/2021 06:30,23.3,
24/10/2021 06:30,23.7,
25/10/2021 06:30,23.1,
26/10/2021 06:30,23.0,
27/10/2021 06:30,23.2,
28/10/2021 06:30,23.7,
29/10/2021 06:30,23.4,
30/10/2021 06:30,23.1,
31/10/2021 06:30,23.5,
01/11/2021 06:30,23.0,
02/11/2021 06:30,23.6,
03/11/2021 06:30,23.5,
04/11/2021 06:30,23.3,
05/11/2021 06:30,23.1,
06/11/2021 06:30,23.1,
07/11/2021 06:30,23.6,
08/11/2021 06:30,23.9,
09/11/2021 06:30,23.2,
10/11/2021 06:30,23.6,
11/11/2021 06:30,22.7,
12/11/2021 06:30,23.3,
13/11/2021 06:30,23.5,
14/11/2021 06:30,23.2,
15/11/2021 06:30,23.2,
16/11/2021 06:30,23.3,
17/11/2021 06:30,23.6,
18/11/2021 06:30,23.4,
19/11/2021 06:30,22.7,
20/11/2021 06:30,22.8,
21/11/2021 06:30,23.3,
22/11/2021 06:30,23.7,
23/11/2021 06:30,22.6,
24/11/2021 06:30,23.4,
25/11/2021 06:30,23.4,
26/11/2021 06:30,24.0,
27/11/2021 06:30,23.4,
28/11/2021 06:30,23.7,
29/11/2021 06:30,23.6,
30/11/2021 06:30,22.8,
01/12/2021 06:30,23.8,
02/12/2021 06:30,23.6,
03/12/2021 06:30,23.7,
04/12/2021 06:30,24.9,
05/12/2021 06:30,22.8,
06/12/2021 06:30,24.2,
07/12/2021 06:30,23.4,
08/12/2021 06:30,23.6,
09/12/2021 06:30,23.5,
10/12/2021 06:30,23.4,
11/12/2021 06:30,23.3,
12/12/2021 06:30,23.6,
13/12/2021 06:30,23.0,
14/12/2021 06:30,23.8,
15/12/2021 06:30,23.4,
16/12/2021 06:30,23.1,
17/12/2021 06:30,23.3,
18/12/2021 06:30,23.9,
19/12/2021 06:30,23.3,
20/12/2021 06:30,23.6,
21/12/2021 06:30,23.2,
22/12/2021 06:30,23.7,
23/12/2021 06:30,23.7,
24/12/2021 06:30,24.1,
25/12/2021 06:30,23.4,
26/12/2021 06:30,23.7,
27/12/2021 06:30,23.4,
28/12/2021 06:30,23.8,
29/12/2021 06:30,23.1,
30/12/2021 06:30,23.6,
31/12/2021 06:30,23.3,
01/01/2022 06:30,23.3,
02/01/2022 06:30,23.4,
03/01/2022 06:30,23.4,
04/01/2022 06:30,23.3,
05/01/2022 06:30,23.4,
06/01/2022 06:30,23.8,
07/01/2022 06:30,23.6,
08/01/2022 06:30,23.5,
09/01/2022 06:30,23.1,
10/01/2022 06:30,22.9,
11/01/2022 06:30,23.5,
12/01/2022 06:30,23.5,
13/01/2022 06:30,23.7,
14/01/2022 06:30,22.9,
15/01/2022 06:30,23.0,
16/01/2022 06:30,22.5,
17/01/2022 06:30,22.9,
18/01/2022 06:30,23.4,
19/01/2022 06:30,22.9,
20/01/2022 06:30,23.2,
21/01/2022 06:30,22.9,
22/01/2022 06:30,23.1,
23/01/2022 06:30,22.5,
24/01/2022 06:30,23.0,
25/01/2022 06:30,21.9,
26/01/2022 06:30,22.8,
27/01/2022 06:30,22.3,
28/01/2022 06:30,23.3,
29/01/2022 06:30,23.1,
30/01/2022 06:30,23.0,
31/01/2022 06:30,23.3,
01/02/2022 06:30,22.4,
02/02/2022 06:30,23.3,
03/02/2022 06:30,23.0,
04/02/2022 06:30,22.6,
05/02/2022 06:30,23.1,
06/02/2022 06:30,22.3,
07/02/2022 06:30,22.3,
08/02/2022 06:30,22.4,
09/02/2022 06:30,22.4,
10/02/2022 06:30,22.2,
11/02/2022 06:30,23.0,
12/02/2022 06:30,22.4,
13/02/2022 06:30,22.6,
14/02/2022 06:30,22.3,
15/02/2022 06:30,21.8,
16/02/2022 06:30,22.5,
17/02/2022 06:30,21.7,
18/02/2022 06:30,22.4,
19/02/2022 06:30,21.9,
20/02/2022 06:30,23.0,
21/02/2022 06:30,22.6,
22/02/2022 06:30,22.3,
23/02/2022 06:30,22.7,
24/02/2022 06:30,22.0,
25/02/2022 06:30,22.4,
26/02/2022 06:30,22.3,
27/02/2022 06:30,22.3,
28/02/2022 06:30,22.6,
01/03/2022 06:30,22.4,
02/03/2022 06:30,22.2,
03/03/2022 06:30,21.5,
04/03/2022 06:30,21.8,
05/03/2022 06:30,22.0,
06/03/2022 06:30,22.1,
07/03/2022 06:30,21.7,
08/03/2022 06:30,22.9,
09/03/2022 06:30,22.6,
10/03/2022 06:30,22.2,
11/03/2022 06:30,22.0,
12/03/2022 06:30,21.9,
13/03/2022 06:30,21.6,
14/03/2022 06:30,22.0,
15/03/2022 06:30,22.0,
16/03/2022 06:30,21.5,
17/03/2022 06:30,22.0,
18/03/2022 06:30,21.8,
19/03/2022 06:30,21.2,
20/03/2022 06:30,21.6,
21/03/2022 06:30,21.7,
22/03/2022 06:30,22.5,
23/03/2022 06:30,22.0,
24/03/2022 06:30,21.4,
25/03/2022 06:30,22.0,
26/03/2022 06:30,21.3,
27/03/2022 06:30,22.2,
28/03/2022 06:30,21.6,
29/03/2022 06:30,21.8,
30/03/2022 06:30,22.3,
31/03/2022 06:30,21.3,
01/04/2022 06:30,21.3,
02/04/2022 06:30,21.6,
03/04/2022 06:30,22.1,
04/04/2022 06:30,21.2,
05/04/2022 06:30,20.8,
06/04/2022 06:30,21.6,
07/04/2022 06:30,21.9,
08/04/2022 06:30,22.2,
09/04/2022 06:30,21.6,
10/04/2022 06:30,21.6,
11/04/2022 06:30,22.2,
12/04/2022 06:30,21.1,
13/04/2022 06:30,21.6,
14/04/2022 06:30,21.8,
15/04/2022 06:30,21.9,
16/04/2022 06:30,21.6,
17/04/2022 06:30,21.8,
18/04/2022 06:30,20.9,
19/04/2022 06:30,21.5,
20/04/2022 06:30,21.9,
21/04/2022 06:30,21.4,
22/04/2022 06:30,21.8,
23/04/2022 06:30,21.9,
24/04/2022 06:30,21.7,
25/04/2022 06:30,21.8,
26/04/2022 06:30,21.5,
27/04/2022 06:30,21.7,
28/04/2022 06:30,22.0,
29/04/2022 06:30,21.9,
30/04/2022 06:30,21.6,
01/05/2022 06:30,21.9,
02/05/2022 06:30,22.1,
03/05/2022 06:30,21.1,
04/05/2022 06:30,22.3,
05/05/2022 06:30,21.7,
06/05/2022 06:30,22.0,
07/05/2022 06:30,22.3,
08/05/2022 06:30,21.4,
09/05/2022 06:30,21.7,
10/05/2022 06:30,21.8,
11/05/2022 06:30,21.6,
12/05/2022 06:30,22.5,
13/05/2022 06:30,21.6,
14/05/2022 06:30,21.8,
15/05/2022 06:30,22.0,
16/05/2022 06:30,21.6,
17/05/2022 06:30,21.8,
18/05/2022 06:30,22.1,
19/05/2022 06:30,21.9,
20/05/2022 06:30,22.0,
21/05/2022 06:30,21.8,
22/05/2022 06:30,21.5,
