DateTime,Heart Rate,Fasting
14/04/2020 00:00,72,
15/04/2020 00:00,70,
16/04/2020 00:00,71,
17/04/2020 00:00,67,
18/04/2020 00:00,68,
19/04/2020 00:00,69,
20/04/2020 00:00,72,
21/04/2020 00:00,74,
22/04/2020 00:00,68,
23/04/2020 00:00,72,
24/04/2020 00:00,64,
25/04/2020 00:00,66,
26/04/2020 00:00,67,
27/04/2020 00:00,66,
28/04/2020 00:00,65,
29/04/2020 00:00,70,
30/04/2020 00:00,69,
01/05/2020 00:00,70,
02/05/2020 00:00,71,
03/05/2020 00:00,70,
04/05/2020 00:00,71,
05/05/2020 00:00,69,
06/05/2020 00:00,66,
07/05/2020 00:00,71,
08/05/2020 00:00,67,
09/05/2020 00:00,66,
10/05/2020 00:00,68,
11/05/2020 00:00,66,
12/05/2020 00:00,67,
13/05/2020 00:00,69,
14/05/2020 00:00,69,
15/05/2020 00:00,66,
16/05/2020 00:00,67,
17/05/2020 00:00,71,
18/05/2020 00:00,69,
19/05/2020 00:00,73,
20/05/2020 00:00,71,
21/05/2020 00:00,71,
22/05/2020 00:00,64,
23/05/2020 00:00,70,
24/05/2020 00:00,68,
25/05/2020 00:00,66,
26/05/2020 00:00,68,
27/05/2020 00:00,70,
28/05/2020 00:00,69,
29/05/2020 00:00,65,
30/05/2020 00:00,69,
31/05/2020 00:00,66,
01/06/2020 00:00,68,
02/06/2020 00:00,66,
03/06/2020 00:00,67,
04/06/2020 00:00,69,
05/06/2020 00:00,64,
06/06/2020 00:00,72,
07/06/2020 00:00,62,
08/06/2020 00:00,65,
09/06/2020 00:00,68,
10/06/2020 00:00,68,
11/06/2020 00:00,66,
12/06/2020 00:00,66,
13/06/2020 00:00,67,
14/06/2020 00:00,66,
15/06/2020 00:00,70,
16/06/2020 00:00,68,
17/06/2020 00:00,68,
18/06/2020 00:00,64,
19/06/2020 00:00,66,
20/06/2020 00:00,65,
21/06/2020 00:00,63,
22/06/2020 00:00,67,
23/06/2020 00:00,64,
24/06/2020 00:00,67,
25/06/2020 00:00,63,
26/06/2020 00:00,70,
27/06/2020 00:00,63,
28/06/2020 00:00,66,
29/06/2020 00:00,67,
30/06/2020 00:00,64,
01/07/2020 00:00,67,
02/07/2020 00:00,62,
03/07/2020 00:00,69,
04/07/2020 00:00,65,
05/07/2020 00:00,64,
06/07/2020 00:00,64,
07/07/2020 00:00,67,
08/07/2020 00:00,63,
09/07/2020 00:00,63,
10/07/2020 00:00,64,
11/07/2020 00:00,62,
12/07/2020 00:00,69,
13/07/2020 00:00,63,
14/07/2020 00:00,67,
15/07/2020 00:00,65,
16/07/2020 00:00,62,
17/07/2020 00:00,64,
18/07/2020 00:00,66,
19/07/2020 00:00,64,
20/07/2020 00:00,67,
21/07/2020 00:00,67,
22/07/2020 00:00,66,
23/07/2020 00:00,63,
24/07/2020 00:00,61,
25/07/2020 00:00,63,
26/07/2020 00:00,65,
27/07/2020 00:00,65,
28/07/2020 00:00,59,
29/07/2020 00:00,64,
30/07/2020 00:00,64,
31/07/2020 00:00,63,
01/08/2020 00:00,67,
02/08/2020 00:00,65,
03/08/2020 00:00,67,
04/08/2020 00:00,63,
05/08/2020 00:00,66,
06/08/2020 00:00,68,
07/08/2020 00:00,67,
08/08/2020 00:00,61,
09/08/2020 00:00,63,
10/08/2020 00:00,63,
11/08/2020 00:00,65,
12/08/2020 00:00,65,
13/08/2020 00:00,61,
14/08/2020 00:00,64,
15/08/2020 00:00,58,
16/08/2020 00:00,67,
17/08/2020 00:00,62,
18/08/2020 00:00,64,
19/08/2020 00:00,63,
20/08/2020 00:00,66,
21/08/2020 00:00,56,
22/08/2020 00:00,63,
23/08/2020 00:00,63,
24/08/2020 00:00,62,
25/08/2020 00:00,68,
26/08/2020 00:00,61,
27/08/2020 00:00,65,
28/08/2020 00:00,64,
29/08/2020 00:00,67,
30/08/2020 00:00,62,
31/08/2020 00:00,62,
01/09/2020 00:00,66,
02/09/2020 00:00,64,
03/09/2020 00:00,60,
04/09/2020 00:00,62,
05/09/2020 00:00,64,
06/09/2020 00:00,66,
07/09/2020 00:00,62,
08/09/2020 00:00,56,
09/09/2020 00:00,65,
10/09/2020 00:00,60,
11/09/2020 00:00,58,
12/09/2020 00:00,56,
13/09/2020 00:00,66,
14/09/2020 00:00,64,
15/09/2020 00:00,63,
16/09/2020 00:00,67,
17/09/2020 00:00,65,
18/09/2020 00:00,68,
19/09/2020 00:00,60,
20/09/2020 00:00,64,
21/09/2020 00:00,60,
22/09/2020 00:00,63,
23/09/2020 00:00,63,
24/09/2020 00:00,65,
25/09/2020 00:00,64,
26/09/2020 00:00,65,
27/09/2020 00:00,66,
28/09/2020 00:00,69,
29/09/2020 00:00,63,
30/09/2020 00:00,62,
01/10/2020 00:00,65,
02/10/2020 00:00,62,
03/10/2020 00:00,68,
04/10/2020 00:00,63,
05/10/2020 00:00,63,
06/10/2020 00:00,63,
07/10/2020 00:00,66,
08/10/2020 00:00,64,
09/10/2020 00:00,63,
10/10/2020 00:00,69,
11/10/2020 00:00,62,
12/10/2020 00:00,65,
13/10/2020 00:00,66,
14/10/2020 00:00,60,
15/10/2020 00:00,66,
16/10/2020 00:00,62,
17/10/2020 00:00,67,
18/10/2020 00:00,62,
19/10/2020 00:00,67,
20/10/2020 00:00,68,
21/10/2020 00:00,67,
22/10/2020 00:00,66,
23/10/2020 00:00,64,
24/10/2020 00:00,64,
25/10/2020 00:00,69,
26/10/2020 00:00,63,
27/10/2020 00:00,63,
28/10/2020 00:00,67,
29/10/2020 00:00,63,
30/10/2020 00:00,63,
31/10/2020 00:00,62,
01/11/2020 00:00,64,
02/11/2020 00:00,65,
03/11/2020 00:00,66,
04/11/2020 00:00,68,
05/11/2020 00:00,67,
06/11/2020 00:00,65,
07/11/2020 00:00,65,
08/11/2020 00:00,67,
09/11/2020 00:00,69,
10/11/2020 00:00,66,
11/11/2020 00:00,65,
12/11/2020 00:00,64,
13/11/2020 00:00,62,
14/11/2020 00:00,68,
15/11/2020 00:00,68,
16/11/2020 00:00,68,
17/11/2020 00:00,66,
18/11/2020 00:00,70,
19/11/2020 00:00,65,
20/11/2020 00:00,69,
21/11/2020 00:00,66,
22/11/2020 00:00,65,
23/11/2020 00:00,68,
24/11/2020 00:00,68,
25/11/2020 00:00,68,
26/11/2020 00:00,67,
27/11/2020 00:00,67,
28/11/2020 00:00,73,
29/11/2020 00:00,70,
30/11/2020 00:00,69,
01/12/2020 00:00,67,
02/12/2020 00:00,70,
03/12/2020 00:00,68,
04/12/2020 00:00,67,
05/12/2020 00:00,66,
06/12/2020 00:00,67,
07/12/2020 00:00,59,
08/12/2020 00:00,68,
09/12/2020 00:00,66,
10/12/2020 00:00,71,
11/12/2020 00:00,67,
12/12/2020 00:00,65,
13/12/2020 00:00,67,
14/12/2020 00:00,65,
15/12/2020 00:00,69,
16/12/2020 00:00,68,
17/12/2020 00:00,70,
18/12/2020 00:00,66,
19/12/2020 00:00,68,
20/12/2020 00:00,64,
21/12/2020 00:00,70,
22/12/2020 00:00,69,
23/12/2020 00:00,69,
24/12/2020 00:00,68,
25/12/2020 00:00,69,
26/12/2020 00:00,72,
27/12/2020 00:00,67,
28/12/2020 00:00,68,
29/12/2020 00:00,65,
30/12/2020 00:00,66,
31/12/2020 00:00,68,
01/01/2021 00:00,71,
02/01/2021 00:00,67,
03/01/2021 00:00,68,
04/01/2021 00:00,67,
05/01/2021 00:00,67,
06/01/2021 00:00,69,
07/01/2021 00:00,64,
08/01/2021 00:00,71,
09/01/2021 00:00,67,
10/01/2021 00:00,70,
11/01/2021 00:00,65,
12/01/2021 00:00,70,
13/01/2021 00:00,70,
14/01/2021 00:00,69,
15/01/2021 00:00,66,
16/01/2021 00:00,69,
17/01/2021 00:00,65,
18/01/2021 00:00,68,
19/01/2021 00:00,71,
20/01/2021 00:00,70,
21/01/2021 00:00,68,
22/01/2021 00:00,66,
23/01/2021 00:00,70,
24/01/2021 00:00,68,
25/01/2021 00:00,63,
26/01/2021 00:00,70,
27/01/2021 00:00,68,
28/01/2021 00:00,71,
29/01/2021 00:00,66,
30/01/2021 00:00,60,
31/01/2021 00:00,69,
01/02/2021 00:00,69,
02/02/2021 00:00,64,
03/02/2021 00:00,66,
04/02/2021 00:00,75,
05/02/2021 00:00,67,
06/02/2021 00:00,70,
07/02/2021 00:00,67,
08/02/2021 00:00,63,
09/02/2021 00:00,68,
10/02/2021 00:00,67,
11/02/2021 00:00,67,
12/02/2021 00:00,68,
13/02/2021 00:00,69,
14/02/2021 00:00,68,
15/02/2021 00:00,65,
16/02/2021 00:00,69,
17/02/2021 00:00,63,
18/02/2021 00:00,63,
19/02/2021 00:00,70,
20/02/2021 00:00,69,
21/02/2021 00:00,68,
22/02/2021 00:00,64,
23/02/2021 00:00,66,
24/02/2021 00:00,67,
25/02/2021 00:00,64,
26/02/2021 00:00,66,
27/02/2021 00:00,69,
28/02/2021 00:00,71,
01/03/2021 00:00,66,
02/03/2021 00:00,69,
03/03/2021 00:00,63,
04/03/2021 00:00,69,
05/03/2021 00:00,65,
06/03/2021 00:00,68,
07/03/2021 00:00,67,
08/03/2021 00:00,70,
09/03/2021 00:00,65,
10/03/2021 00:00,69,
11/03/2021 00:00,66,
12/03/2021 00:00,66,
13/03/2021 00:00,66,
14/03/2021 00:00,65,
15/03/2021 00:00,67,
16/03/2021 00:00,67,
17/03/2021 00:00,67,
18/03/2021 00:00,67,
19/03/2021 00:00,68,
20/03/2021 00:00,69,
21/03/2021 00:00,64,
22/03/2021 00:00,68,
23/03/2021 00:00,63,
24/03/2021 00:00,68,
25/03/2021 00:00,68,
26/03/2021 00:00,61,
27/03/2021 00:00,66,
28/03/2021 00:00,65,
29/03/2021 00:00,64,
30/03/2021 00:00,69,
31/03/2021 00:00,64,
01/04/2021 00:00,64,
02/04/2021 00:00,66,
03/04/2021 00:00,67,
04/04/2021 00:00,65,
05/04/2021 00:00,68,
06/04/2021 00:00,67,
07/04/2021 00:00,60,
08/04/2021 00:00,64,
09/04/2021 00:00,64,
10/04/2021 00:00,66,
11/04/2021 00:00,58,
12/04/2021 00:00,71,
13/04/2021 00:00,66,
14/04/2021 00:00,65,
15/04/2021 00:00,68,
16/04/2021 00:00,71,
17/04/2021 00:00,67,
18/04/2021 00:00,67,
19/04/2021 00:00,65,
20/04/2021 00:00,64,
21/04/2021 00:00,63,
22/04/2021 00:00,62,
23/04/2021 00:00,63,
24/04/2021 00:00,61,
25/04/2021 00:00,64,
26/04/2021 00:00,60,
27/04/2021 00:00,64,
28/04/2021 00:00,64,
29/04/2021 00:00,64,
30/04/2021 00:00,62,
01/05/2021 00:00,71,
02/05/2021 00:00,67,
03/05/2021 00:00,60,
04/05/2021 00:00,64,
05/05/2021 00:00,62,
06/05/2021 00:00,61,
07/05/2021 00:00,60,
08/05/2021 00:00,64,
09/05/2021 00:00,61,
10/05/2021 00:00,66,
11/05/2021 00:00,66,
12/05/2021 00:00,66,
13/05/2021 00:00,61,
14/05/2021 00:00,64,
15/05/2021 00:00,64,
16/05/2021 00:00,62,
17/05/2021 00:00,61,
18/05/2021 00:00,67,
19/05/2021 00:00,63,
20/05/2021 00:00,64,
21/05/2021 00:00,60,
22/05/2021 00:00,59,
23/05/2021 00:00,61,
24/05/2021 00:00,62,
25/05/2021 00:00,60,
26/05/2021 00:00,62,
27/05/2021 00:00,58,
28/05/2021 00:00,59,
29/05/2021 00:00,64,
30/05/2021 00:00,64,
31/05/2021 00:00,61,
01/06/2021 00:00,59,
02/06/2021 00:00,59,
03/06/2021 00:00,61,
04/06/2021 00:00,64,
05/06/2021 00:00,64,
06/06/2021 00:00,61,
07/06/2021 00:00,59,
08/06/2021 00:00,62,
09/06/2021 00:00,60,
10/06/2021 00:00,60,
11/06/2021 00:00,65,
12/06/2021 00:00,64,
13/06/2021 00:00,62,
14/06/2021 00:00,58,
15/06/2021 00:00,62,
16/06/2021 00:00,64,
17/06/2021 00:00,61,
18/06/2021 00:00,65,
19/06/2021 00:00,65,
20/06/2021 00:00,66,
21/06/2021 00:00,62,
22/06/2021 00:00,63,
23/06/2021 00:00,65,
24/06/2021 00:00,62,
25/06/2021 00:00,60,
26/06/2021 00:00,60,
27/06/2021 00:00,62,
28/06/2021 00:00,58,
29/06/2021 00:00,61,
30/06/2021 00:00,64,
01/07/2021 00:00,56,
02/07/2021 00:00,65,
03/07/2021 00:00,64,
04/07/2021 00:00,60,
05/07/2021 00:00,63,
06/07/2021 00:00,61,
07/07/2021 00:00,64,
08/07/2021 00:00,64,
09/07/2021 00:00,58,
10/07/2021 00:00,63,
11/07/2021 00:00,61,
12/07/2021 00:00,61,
13/07/2021 00:00,59,
14/07/2021 00:00,66,
15/07/2021 00:00,64,
16/07/2021 00:00,59,
17/07/2021 00:00,58,
18/07/2021 00:00,60,
19/07/2021 00:00,62,
20/07/2021 00:00,62,
21/07/2021 00:00,64,
22/07/2021 00:00,63,
23/07/2021 00:00,64,
24/07/2021 00:00,62,
25/07/2021 00:00,58,
26/07/2021 00:00,61,
27/07/2021 00:00,64,
28/07/2021 00:00,61,
29/07/2021 00:00,63,
30/07/2021 00:00,61,
31/07/2021 00:00,59,
01/08/2021 00:00,61,
02/08/2021 00:00,62,
03/08/2021 00:00,60,
04/08/2021 00:00,61,
05/08/2021 00:00,59,
06/08/2021 00:00,65,
07/08/2021 00:00,61,
08/08/2021 00:00,65,
09/08/2021 00:00,66,
10/08/2021 00:00,62,
11/08/2021 00:00,59,
12/08/2021 00:00,57,
13/08/2021 00:00,58,
14/08/2021 00:00,59,
15/08/2021 00:00,66,
16/08/2021 00:00,62,
17/08/2021 00:00,63,
18/08/2021 00:00,57,
19/08/2021 00:00,59,
20/08/2021 00:00,64,
21/08/2021 00:00,63,
22/08/2021 00:00,62,
23/08/2021 00:00,64,
24/08/2021 00:00,67,
25/08/2021 00:00,62,
26/08/2021 00:00,63,
27/08/2021 00:00,63,
28/08/2021 00:00,69,
29/08/2021 00:00,57,
30/08/2021 00:00,64,
31/08/2021 00:00,62,
01/09/2021 00:00,64,
02/09/2021 00:00,61,
03/09/2021 00:00,63,
04/09/2021 00:00,65,
05/09/2021 00:00,71,
06/09/2021 00:00,65,
07/09/2021 00:00,61,
08/09/2021 00:00,62,
09/09/2021 00:00,62,
10/09/2021 00:00,59,
11/09/2021 00:00,63,
12/09/2021 00:00,65,
13/09/2021 00:00,60,
14/09/2021 00:00,66,
15/09/2021 00:00,65,
16/09/2021 00:00,62,
17/09/2021 00:00,63,
18/09/2021 00:00,68,
19/09/2021 00:00,66,
20/09/2021 00:00,64,
21/09/2021 00:00,63,
22/09/2021 00:00,64,
23/09/2021 00:00,63,
24/09/2021 00:00,59,
25/09/2021 00:00,69,
26/09/2021 00:00,65,
27/09/2021 00:00,65,
28/09/2021 00:00,64,
29/09/2021 00:00,62,
30/09/2021 00:00,64,
01/10/2021 00:00,60,
02/10/2021 00:00,70,
03/10/2021 00:00,61,
04/10/2021 00:00,62,
05/10/2021 00:00,64,
06/10/2021 00:00,68,
07/10/2021 00:00,65,
08/10/2021 00:00,62,
09/10/2021 00:00,68,
10/10/2021 00:00,67,
11/10/2021 00:00,66,
12/10/2021 00:00,67,
13/10/2021 00:00,71,
14/10/2021 00:00,70,
15/10/2021 00:00,63,
16/10/2021 00:00,69,
17/10/2021 00:00,66,
18/10/2021 00:00,66,
19/10/2021 00:00,61,
20/10/2021 00:00,65,
21/10/2021 00:00,63,
22/10/2021 00:00,67,
23/10/2021 00:00,68,
24/10/2021 00:00,60,
25/10/2021 00:00,65,
26/10/2021 00:00,68,
27/10/2021 00:00,65,
28/10/2021 00:00,67,
29/10/2021 00:00,67,
30/10/2021 00:00,67,
31/10/2021 00:00,65,
01/11/2021 00:00,63,
02/11/2021 00:00,63,
03/11/2021 00:00,68,
04/11/2021 00:00,66,
05/11/2021 00:00,66,
06/11/2021 00:00,65,
07/11/2021 00:00,65,
08/11/2021 00:00,69,
09/11/2021 00:00,65,
10/11/2021 00:00,63,
11/11/2021 00:00,68,
12/11/2021 00:00,66,
13/11/2021 00:00,66,
14/11/2021 00:00,70,
15/11/2021 00:00,66,
16/11/2021 00:00,67,
17/11/2021 00:00,63,
18/11/2021 00:00,66,
19/11/2021 00:00,68,
20/11/2021 00:00,62,
21/11/2021 00:00,67,
22/11/2021 00:00,66,
23/11/2021 00:00,66,
24/11/2021 00:00,69,
25/11/2021 00:00,67,
26/11/2021 00:00,70,
27/11/2021 00:00,64,
28/11/2021 00:00,67,
29/11/2021 00:00,66,
30/11/2021 00:00,64,
01/12/2021 00:00,69,
02/12/2021 00:00,72,
03/12/2021 00:00,66,
04/12/2021 00:00,67,
05/12/2021 00:00,66,
06/12/2021 00:00,64,
07/12/2021 00:00,62,
08/12/2021 00:00,64,
09/12/2021 00:00,63,
10/12/2021 00:00,70,
11/12/2021 00:00,66,
12/12/2021 00:00,65,
13/12/2021 00:00,68,
14/12/2021 00:00,63,
15/12/2021 00:00,64,
16/12/2021 00:00,66,
17/12/2021 00:00,69,
18/12/2021 00:00,67,
19/12/2021 00:00,67,
20/12/2021 00:00,66,
21/12/2021 00:00,67,
22/12/2021 00:00,66,
23/12/2021 00:00,63,
24/12/2021 00:00,66,
25/12/2021 00:00,63,
26/12/2021 00:00,66,
27/12/2021 00:00,65,
28/12/2021 00:00,72,
29/12/2021 00:00,66,
30/12/2021 00:00,62,
31/12/2021 00:00,65,
01/01/2022 00:00,67,
02/01/2022 00:00,70,
03/01/2022 00:00,64,
04/01/2022 00:00,61,
05/01/2022 00:00,67,
06/01/2022 00:00,62,
07/01/2022 00:00,64,
08/01/2022 00:00,65,
09/01/2022 00:00,65,
10/01/2022 00:00,67,
11/01/2022 00:00,63,
12/01/2022 00:00,64,
13/01/2022 00:00,65,
14/01/2022 00:00,65,
15/01/2022 00:00,65,
16/01/2022 00:00,66,
17/01/2022 00:00,67,
18/01/2022 00:00,66,
19/01/2022 00:00,66,
20/01/2022 00:00,61,
21/01/2022 00:00,65,
22/01/2022 00:00,66,
23/01/2022 00:00,66,
24/01/2022 00:00,63,
25/01/2022 00:00,63,
26/01/2022 00:00,63,
27/01/2022 00:00,66,
28/01/2022 00:00,67,
29/01/2022 00:00,63,
30/01/2022 00:00,66,
31/01/2022 00:00,64,
01/02/2022 00:00,64,
02/02/2022 00:00,63,
03/02/2022 00:00,66,
04/02/2022 00:00,65,
05/02/2022 00:00,69,
06/02/2022 00:00,62,
07/02/2022 00:00,65,
08/02/2022 00:00,62,
09/02/2022 00:00,61,
10/02/2022 00:00,63,
11/02/2022 00:00,64,
12/02/2022 00:00,71,
13/02/2022 00:00,63,
14/02/2022 00:00,60,
15/02/2022 00:00,64,
16/02/2022 00:00,58,
17/02/2022 00:00,63,
18/02/2022 00:00,63,
19/02/2022 00:00,65,
20/02/2022 00:00,65,
21/02/2022 00:00,61,
22/02/2022 00:00,62,
23/02/2022 00:00,61,
24/02/2022 00:00,60,
25/02/2022 00:00,63,
26/02/2022 00:00,59,
27/02/2022 00:00,61,
28/02/2022 00:00,60,
01/03/2022 00:00,64,
02/03/2022 00:00,67,
03/03/2022 00:00,59,
04/03/2022 00:00,57,
05/03/2022 00:00,62,
06/03/2022 00:00,62,
07/03/2022 00:00,62,
08/03/2022 00:00,61,
09/03/2022 00:00,61,
10/03/2022 00:00,62,
11/03/2022 00:00,64,
12/03/2022 00:00,57,
13/03/2022 00:00,60,
14/03/2022 00:00,62,
15/03/2022 00:00,59,
16/03/2022 00:00,66,
17/03/2022 00:00,60,
18/03/2022 00:00,61,
19/03/2022 00:00,62,
20/03/2022 00:00,59,
21/03/2022 00:00,56,
22/03/2022 00:00,60,
23/03/2022 00:00,63,
24/03/2022 00:00,60,
25/03/2022 00:00,59,
26/03/2022 00:00,63,
27/03/2022 00:00,60,
28/03/2022 00:00,59,
29/03/2022 00:00,61,
30/03/2022 00:00,62,
31/03/2022 00:00,66,
01/04/2022 00:00,62,
02/04/2022 00:00,63,
03/04/2022 00:00,59,
04/04/2022 00:00,58,
05/04/2022 00:00,60,
06/04/2022 00:00,60,
07/04/2022 00:00,57,
08/04/2022 00:00,60,
09/04/2022 00:00,61,
10/04/2022 00:00,61,
11/04/2022 00:00,61,
12/04/2022 00:00,61,
13/04/2022 00:00,58,
14/04/2022 00:00,58,
15/04/2022 00:00,57,
16/04/2022 00:00,64,
17/04/2022 00:00,60,
18/04/2022 00:00,59,
19/04/2022 00:00,57,
20/04/2022 00:00,67,
21/04/2022 00:00,57,
22/04/2022 00:00,58,
23/04/2022 00:00,60,
24/04/2022 00:00,61,
25/04/2022 00:00,62,
26/04/2022 00:00,64,
27/04/2022 00:00,61,
28/04/2022 00:00,57,
29/04/2022 00:00,59,
30/04/2022 00:00,60,
01/05/2022 00:00,64,
02/05/2022 00:00,56,
03/05/2022 00:00,62,
04/05/2022 00:00,60,
05/05/2022 00:00,61,
06/05/2022 00:00,59,
07/05/2022 00:00,57,
08/05/2022 00:00,61,
09/05/2022 00:00,61,
10/05/2022 00:00,62,
11/05/2022 00:00,59,
12/05/2022 00:00,58,
13/05/2022 00:00,55,
14/05/2022 00:00,61,
15/05/2022 00:00,60,
16/05/2022 00:00,57,
17/05/2022 00:00,58,
18/05/2022 00:00,58,
19/05/2022 00:00,55,
20/05/2022 00:00,57,
21/05/2022 00:00,56,
22/05/2022 00:00,58,
23/05/2022 00:00,57,
24/05/2022 00:00,55,
25/05/2022 00:00,64,
26/05/2022 00:00,62,
27/05/2022 00:00,57,
28/05/2022 00:00,60,
29/05/2022 00:00,60,
30/05/2022 00:00,62,
31/05/2022 00:00,57,
01/06/2022 00:00,62,
02/06/2022 00:00,58,
03/06/2022 00:00,56,
04/06/2022 00:00,61,
05/06/2022 00:00,63,
06/06/2022 00:00,66,
07/06/2022 00:00,56,
08/06/2022 00:00,61,
09/06/2022 00:00,58,
10/06/2022 00:00,61,
11/06/2022 00:00,56,
12/06/2022 00:00,56,
13/06/2022 00:00,58,
14/06/2022 00:00,60,
15/06/2022 00:00,58,
16/06/2022 00:00,61,
17/06/2022 00:00,62,
18/06/2022 00:00,61,
19/06/2022 00:00,64,
20/06/2022 00:00,61,
21/06/2022 00:00,57,
22/06/2022 00:00,63,
23/06/2022 00:00,58,
24/06/2022 00:00,62,
25/06/2022 00:00,64,
26/06/2022 00:00,61,
27/06/2022 00:00,56,
28/06/2022 00:00,58,
29/06/2022 00:00,63,
30/06/2022 00:00,60,
01/07/2022 00:00,60,
02/07/2022 00:00,62,
03/07/2022 00:00,62,
04/07/2022 00:00,61,
05/07/2022 00:00,60,
06/07/2022 00:00,60,
07/07/2022 00:00,63,
08/07/2022 00:00,62,
09/07/2022 00:00,60,
10/07/2022 00:00,63,
11/07/2022 00:00,60,
12/07/2022 00:00,59,
13/07/2022 00:00,59,
14/07/2022 00:00,58,
15/07/2022 00:00,60,
16/07/2022 00:00,64,
17/07/2022 00:00,59,
18/07/2022 00:00,62,
19/07/2022 00:00,59,
20/07/2022 00:00,60,
21/07/2022 00:00,57,
22/07/2022 00:00,61,
23/07/2022 00:00,61,
24/07/2022 00:00,63,
25/07/2022 00:00,62,
26/07/2022 00:00,58,
27/07/2022 00:00,64,
28/07/2022 00:00,62,
29/07/2022 00:00,62,
30/07/2022 00:00,62,
31/07/2022 00:00,60,
01/08/2022 00:00,62,
02/08/2022 00:00,63,
03/08/2022 00:00,58,
04/08/2022 00:00,61,
05/08/2022 00:00,61,
06/08/2022 00:00,63,
07/08/2022 00:00,65,
08/08/2022 00:00,60,
09/08/2022 00:00,61,
10/08/2022 00:00,61,
11/08/2022 00:00,60,
12/08/2022 00:00,61,
13/08/2022 00:00,64,
14/08/2022 00:00,60,
15/08/2022 00:00,64,
16/08/2022 00:00,58,
17/08/2022 00:00,61,
18/08/2022 00:00,62,
19/08/2022 00:00,67,
20/08/2022 00:00,62,
21/08/2022 00:00,57,
22/08/2022 00:00,58,
23/08/2022 00:00,63,
24/08/2022 00:00,64,
25/08/2022 00:00,64,
26/08/2022 00:00,63,
27/08/2022 00:00,66,
28/08/2022 00:00,62,
29/08/2022 00:00,65,
30/08/2022 00:00,59,
31/08/2022 00:00,61,
01/09/2022 00:00,59,
02/09/2022 00:00,63,
03/09/2022 00:00,63,
04/09/2022 00:00,64,
05/09/2022 00:00,64,
06/09/2022 00:00,61,
07/09/2022 00:00,63,
08/09/2022 00:00,60,
09/09/2022 00:00,67,
10/09/2022 00:00,63,
11/09/2022 00:00,62,
12/09/2022 00:00,68,
13/09/2022 00:00,61,
14/09/2022 00:00,61,
15/09/2022 00:00,61,
16/09/2022 00:00,64,
17/09/2022 00:00,65,
18/09/2022 00:00,66,
19/09/2022 00:00,70,
20/09/2022 00:00,58,
21/09/2022 00:00,65,
22/09/2022 00:00,63,
23/09/2022 00:00,62,
